text,label
date,0
DAX (data analysis expressions,1
Db2,1
Dbase Programming ,1
Deadline,0
deadlines,0
Deal With Confidential Information,1
Deal With Management Issues,1
Dealing ,0
Dealing and Reporting Of Any Financial Irregularities,1
Dealing Conflict ,1
Dealing With Confidential Matters and Management/staff,1
decision making,0
Decision Making Skills,1
decision models,0
decision-making,1
decisions,0
Dedicated Commitment to Providing Superior,0
"Dedicated Commitment to Providing Superior, Timely, Internal and External Customer Service.",1
"Deep Understanding Of Design Patterns In the Context Of Distributed Systems, Soa and Concurrent Programming, Uml",1
Deep Understanding to Create,1
Deep Understanding to Create and Work With a 3d Graphic Engine,1
Defect Tracking ,0
Defect Tracking and Status Reporting and Ensuring the Delivery Is On Track,1
defects,0
define ITSM end-user roles,0
define needs,0
define specific people analytics,0
defining the strategy,0
definition,0
Degree,0
Degree In Civil Engineering From a Recognized University,1
Degree In Computer Science,1
"Degree In Computer Science, Mathematics or Engineering Discipline",1
Degree In Electronic,1
Degree In Retail,1
"Degree In Retail, Business, or Marketing-related Field Is An Asset",1
Degree In Web Design,1
"Degree or Diploma In Computer Science, Information Security, Engineering or Management Information Systems",1
Deliver Business Blueprint Document,1
Deliver Client Engagements In Finance ,1
deliver digital solutions,1
Deliver End-user Training,1
Deliver Exceptional Client Experiences,1
Deliver Products and Features,1
"deliver rapid, meaningful, and lasting business value",0
deliverables,0
delivering comprehensive solutions,0
delivering end,0
Delivering Projects In Agile Project Environments,1
Delivering Software,1
Delivering Technical Training,0
Delivering Training Programs,1
Delivers Results In a Fast-paced,1
delivery,0
Delivery Of the Greenhouse,1
Dell,1
Deloitte-resident Packages,1
Delphi,1
Demand Generation,1
Demonstrable,0
Demonstrable ,0
Demonstrable and Deep Understanding Of the Information Technology Infrastructure Library (itil) It Service Management Practices and Processes Is Required,1
Demonstrable Scripting Skills,1
Demonstrable Skills,1
"Demonstrable Skills Handling Change Requests, Impacts, and Tracking Tasks, Actions, Risks, Issues and Impacts.",1
"Demonstrate a Strong Ability to Understand, Analyze and Solve Business Problems",1
Demonstrate a Strong Ability to Understanding,1
Demonstrate a Track Record Of Taking a New Account,0
"Demonstrate a Track Record Of Taking a New Account, Breaking In At Upper Level Management Levels, and Creating a Pipeline Of Opportunities That Turn In to Orders.",1
Demonstrate Effective Interpersonal Skills Necessary to Interact In a Professional Manner,1
demonstrate impact,0
Demonstrated Ability to Apply Basic Clinical Concepts,1
Demonstrated Ability to Build Strong Relationships With Key Stakeholders With the Ability to Impact,1
Demonstrated Ability to Collaborate Within a Team ,1
Demonstrated Ability to Deal Effectively With Others In a Diverse Environment,1
Demonstrated Ability to Deal With Multiple Priorities In a High Pressure,1
Demonstrated Ability to Deliver Exceptional Client Experiences,1
Demonstrated Ability to Exercise Good Judgment ,1
"Demonstrated Ability to Exercise Good Judgment and Initiative, Deal With Frequent Changes Make Decisions For a Wide Variety Of Complex Business Matters.",1
Demonstrated Ability to Handle Highly Confidential,1
Demonstrated Ability to Lead ,1
Demonstrated Ability to Learn From a Variety Of Sources,1
Demonstrated Ability to Make Decisions Within Time Constraints,1
Demonstrated Ability to Multitask,1
Demonstrated Ability to Operate Under Minimal Supervision,1
"Demonstrated Ability to Operate Under Minimal Supervision, With Virtual Interaction.",1
Demonstrated Ability to Plan,1
Demonstrated Ability to Prioritize Tasks Based On Relative Importance,1
Demonstrated Ability to Recruit,1
Demonstrated Ability to Recruit ,1
Demonstrated Ability to Resolve Moderately Complex Technical Issues,1
"Demonstrated Ability to Resolve Moderately Complex Technical Issues, Providing Accurate Analysis and Suggesting Appropriate Solutions.",1
Demonstrated Ability to Underst,1
Demonstrated Ability to Understand Underlying Business Needs and Recognize Where Technology Can Assist In Delivery Of More Efficient and Effective Outcomes,1
Demonstrated Ability to Use Database,1
Demonstrated Ability to Work Across Functions,1
"Demonstrated Ability to Work Across Functions, Business Units and Geographies - a Strong Background In a Matrix Organization Is Beneficial",1
Demonstrated Ability to Work Autonomously,1
Demonstrated Ability to Work Independently ,1
Demonstrated Ability to Work Independently and Make Decisions to Determine Appropriate Action to Take In Handling Inquiries,1
Demonstrated Ability to Work On Multiple Initiatives ,1
Demonstrated Ability to Work On Multiple Initiatives and to Manage Deadlines,1
Demonstrated Ability to Work Well With Others,1
Demonstrated Aptitude For Detailed Work,0
Demonstrated Aptitude to Prioritize Tasks Based On Comparative Importance,0
Demonstrated Business Advisory Mindset That Enables Clients to Achieve Their Objectives,1
Demonstrated Commitment to Continuing Education,0
Demonstrated Effective Communication In French ,1
Demonstrated Effective Communication In French and English (majority Of Projects Will Be In French),1
Demonstrated Effective Communication Skills,1
Demonstrated Enthusiasm For Continuous Learning Relevant to the Role,1
Demonstrated Evidence Of Strong Leadership In Creating a Learning Environment,1
Demonstrated Excellent Communication Skills Both Verbally ,1
Demonstrated Experience Being Involved During Sit ,1
Demonstrated Experience Designing ,1
Demonstrated Experience In Coaching,1
Demonstrated Experience Incorporating Knowledge Management In Organizational Ehrs ,1
Demonstrated Experience Managing Multi-tiered Environments ,1
Demonstrated Experience Managing Multi-tiered Environments and Mission Critical Systems In High Availability Configurations,1
Demonstrated Experience Planning Events For a Variety Of Audiences,1
Demonstrated Experience Taking a Strategic Approach to Problems,1
"Demonstrated Experience Taking a Strategic Approach to Problems, Always Considering the Implication Of Decisions On Agency Goals",1
Demonstrated Experience Working With a Large Vendor Implementation Strongly Recommended,1
Demonstrated Expertise With Content Management Systems,1
Demonstrated Flexibility to Change Priorities As Needs Changes,1
Demonstrated Flexibility to Change Priorities As Needs Changes.,1
Demonstrated Good Customer Service ,1
Demonstrated Good Customer Service and Project Management Skills,1
Demonstrated History Of Responsiveness ,0
Demonstrated History Of Responsiveness and Problem-solving Capabilities,1
"Demonstrated Impact Of Social, Economic, Environmental and Cultural Issues On Diverse Communities",1
Demonstrated In-depth Knowledge Of Relevant Legislation,1
Demonstrated knowledge,0
Demonstrated Knowledge ,0
Demonstrated Knowledge In Data Modelling,1
Demonstrated Knowledge Of,0
Demonstrated Knowledge Of Business Impact Of Process Control ,1
Demonstrated Knowledge Of Functional Analysis ,1
Demonstrated Knowledge Of Government Structures,1
Demonstrated Knowledge Of Government Structures ,1
Demonstrated Knowledge Of Inpatient ,1
Demonstrated Knowledge Of Medical Terminology,1
Demonstrated Knowledge Of Research Methodology or Process Such As Crisp-dm,1
Demonstrated Knowledge Of the Healthcare Information Systems Life Cycle,1
Demonstrated Leadership,1
Demonstrated Problem Solving Skills,1
Demonstrated Problem-solving Skills,1
Demonstrated Professionalism In Verbal In Written Communication,1
Demonstrated Proficiency In Multi-channel Funnel Attribution Modeling,1
Demonstrated Proficiency Using Google Analytics,1
Demonstrated Project Management Skills,1
Demonstrated Public Sector Experience,0
Demonstrated Sales Growth Of Insurance ,1
Demonstrated Sales Growth Of Insurance and Investment Products,1
Demonstrated Sem Experience Managing Ppc Campaigns ,1
Demonstrated Seo Experience ,1
Demonstrated Strong Conflict Resolution Skills When Faced With Conflict Between Team Members,1
Demonstrated Success Working With Internal ,1
Demonstrated Success Working With Internal and External Business Teams to Understand and Gather Requirements and Working With Project Teams to Meet Expectations.,1
Demonstrated Superior Project Management Skills,1
Demonstrated Team Building Ability,1
Demonstrated Teamwork ,1
Demonstrated Technical Aptitude ,0
Demonstrated Track Record In Achieving Sales Quotas,1
Demonstrated Track Record In Achieving Sales Quotas ,1
Demonstrates Solid Knowledge Of One,0
Demonstrates Strong Influencing Skills,1
Demonstrating Track Record ,1
deployment,0
depth,0
#NAME?,0
Description,0
Desgin,1
Design Skills,1
Design Software,1
Design Test Specifications ,1
Design Thinking Skills,1
Designing and Configuration Of Business Processe,1
Designing Client Proposals,1
designing queries,1
Designing Software,1
Designs Graphics,1
Designs Print Media For Tradeshows Such As Sell Sheets,1
"Designs Print Media For Tradeshows Such As Sell Sheets, Fast Facts and Brochures",1
Desire to Work In An Information Systems Environment,0
Desktop Publishing,1
Detail Oriented,0
Detail Oriented,1
Detail Oriented Personality,0
detailed requirements,0
Detail-oriented ,0
details,0
Determine If Media File Has Been Manipulated,0
Determine Important Target Market Trends,0
"Determine Important Target Market Trends, Target Demographic Information, and Competitor Analyses Through In Depth Research",1
determine root cause,0
Determine What Work Is Required and Can Draw Rational Conclusions From Information Available,1
Determine With the Design Coordinator the Client's Goals,1
Determining If Website Is Secure By Examining Given Information,1
Determining Ip Addresses,1
Develop,0
Develop ,0
Develop a Br,0
Develop a Brand Management Strategy That Ensures the Niagara Regional Police Service Protects and Promotes Its Image In a Consistent Manner.,1
Develop and Implement An Internal Communications Plan and Assist In the Preparation and Publication Of the 3-year Business Plan and the Annual Report .,1
Develop and Present New Ideas,1
Develop Content For Advertising,1
develop documentation,0
Develop External Business Referral Sources Through Networking,1
